ID	AVVIG97	AVGROW97	FLEAR	FRDA1	FREAR	AVCFWHA	AVNCFWH	AVYTFNW
SYNAGAD_211	0.395522658	-2.90E-08	0.752066787	0.60276115	0.026440855	0.124160678	-0.166156809	0.102083007
SYNAGAD_212	-1.291379002	2.83E-08	3.793670241	1.005214988	-1.838984223	0.375575652	0.344758431	0.356214194
SYNAGAD_213	0.458000497	-8.63E-08	2.779802423	4.224845694	1.891865932	0.278868511	-0.00567899	0.282678542
SYNAGAD_214	-2.041113073	-1.27E-08	-1.782602759	-8.653677131	-6.689089425	-0.380758044	-0.422661536	-0.354931111
SYNAGAD_215	-2.603413626	5.51E-08	1.259000696	-4.629138748	-5.196749363	-0.070266559	-0.152908354	-0.088736721
SYNAGAD_216	-1.916157394	1.08E-07	-5.331140122	-6.37310538	-1.963345895	-0.817203515	-0.819584384	-0.861765992
SYNAGAD_217	-0.166777895	2.07E-08	-4.824206213	-5.568197704	-1.59026088	-0.406825519	-0.455137932	-0.427586359
SYNAGAD_218	-2.228546591	1.14E-07	-6.34500794	-8.78782841	-3.455685957	-0.77521248	-0.632204797	-0.73786452
SYNAGAD_219	-1.603768198	8.28E-08	-5.838074031	-6.641407939	-1.838984223	-0.789216703	-0.720916174	-0.780356773
SYNAGAD_220	1.457645926	-9.30E-08	4.30060415	6.237114885	2.638035963	0.940047401	0.985628526	0.976577315
SYNAGAD_221	0.083133461	1.02E-08	1.259000696	-1.007054204	-1.838984223	-0.010556095	0.102266726	0.039226641
SYNAGAD_222	1.145256728	-3.47E-08	2.779802423	6.639568724	4.130376026	1.051669658	1.100587275	1.033142268
SYNAGAD_223	0.95782321	-9.96E-08	2.779802423	6.237114885	3.75729101	1.117151807	0.728612108	1.047492949
SYNAGAD_224	1.145256729	-5.48E-08	6.328339786	6.639568724	1.518780917	0.968449196	0.741503546	0.954953496
SYNAGAD_225	1.582601604	2.64E-08	6.328339786	6.815600081	1.5173532	0.440517732	0.933156442	0.590445303
SYNAGAD_226	0.1456113	4.07E-08	3.793670241	3.419938017	0.39952587	0.041233534	0.075807949	0.083032884
SYNAGAD_227	1.582601605	-5.67E-08	2.272868514	7.042022562	4.876546057	-0.015788675	-0.078172121	-0.035457312
SYNAGAD_228	-1.791201716	2.93E-08	2.272868514	-2.616869557	-4.077494317	-0.157362224	-0.087748117	-0.107585557
SYNAGAD_229	0.770389693	-2.71E-08	4.807538059	1.407668826	-2.212069239	0.204282442	0.048497672	0.080098691
SYNAGAD_230	2.957114066	-5.86E-08	5.314471968	8.674834049	3.647713439	0.932692716	0.90623511	0.972031946
SYNAGAD_231	1.332690248	-2.32E-08	-2.289536668	4.627299532	5.995801103	1.042342227	1.272572942	1.101656055
SYNAGAD_232	0.520478336	-4.14E-08	0.752066787	-1.007054204	-1.465899208	-0.298579941	0.025066943	-0.237205661
SYNAGAD_233	-1.41633468	2.26E-08	-1.782602759	-1.007054204	0.39952587	-0.270179709	-0.112788313	-0.223003689
SYNAGAD_234	1.207734568	-4.52E-08	1.259000696	1.005214988	0.026440855	0.109672747	0.393399288	0.17475128
SYNAGAD_235	-0.229255735	1.59E-08	-0.261801032	0.200307311	0.39952587	0.071102619	0.269966676	0.122164921
SYNAGAD_236	2.394813514	-5.86E-08	3.793670241	2.615030341	-0.346644161	0.047733434	0.15386609	0.054976098
SYNAGAD_237	0.707911854	-9.01E-08	2.272868514	0.200307311	-1.465899208	0.071104203	0.567700822	0.147635729
SYNAGAD_238	3.207025424	-3.37E-08	3.286736332	5.029753371	2.264950948	-0.173214083	0.377597156	0.132581662
SYNAGAD_239	-0.854034127	5.60E-08	-5.331140122	-4.629138748	-0.346644161	-0.176102524	-0.405561872	-0.196624072
SYNAGAD_240	-1.103945484	-9.87E-08	-1.782602759	-4.22668491	-2.585154254	0.434463549	0.758483859	0.532541299
SYNAGAD_241	0.722999453	-6.81E-08	1.259000696	5.029753371	3.75729101	0.683411332	1.039165499	0.765458651
SYNAGAD_242	3.082069745	-2.99E-08	5.821405877	5.834661047	1.145695901	0.95052511	1.029568453	0.957041022
SYNAGAD_243	0.270566979	-5.57E-08	3.793670241	-0.202146527	-2.95823927	0.612530605	0.872104795	0.664967032
SYNAGAD_244	0.083133462	6.75E-08	0.752066787	-3.824231071	-4.077494317	-0.585816377	-0.429628761	-0.570738115
SYNAGAD_245	1.77003512	-8.44E-08	4.807538059	5.834661047	1.891865932	1.133278577	1.22171331	1.165253665
SYNAGAD_246	-0.854034127	-8.25E-08	6.835273695	8.210025557	1.943425248	0.649690121	0.554546804	0.695192195
SYNAGAD_247	3.207025425	-1.94E-08	0.752066787	2.615030341	1.891865932	0.057930838	-0.081420996	0.041981156
SYNAGAD_248	2.394813514	1.21E-08	3.286736332	3.017484179	0.39952587	-0.033398654	0.111326328	-0.009060073
SYNAGAD_249	2.082424317	9.23E-09	2.272868514	3.419938017	1.518780917	0.072455552	-0.123287546	0.070733151
SYNAGAD_250	0.020655622	-1.61E-07	4.30060415	4.627299532	1.145695901	1.03062116	1.257372257	1.084275105
SYNAGAD_251	0.458000497	-1.08E-07	7.342207604	5.432207209	-0.346644161	0.030612327	0.027518935	0.072873409
SYNAGAD_252	2.269857834	7.32E-09	1.765934605	4.627299532	3.011120979	0.780953863	0.710169641	0.772816841
SYNAGAD_253	0.20808914	-2.13E-08	-2.796470577	-4.629138748	-2.212069239	-0.007113229	0.288004686	0.059131327
SYNAGAD_254	-0.354211413	-4.14E-08	-1.782602759	-2.214415718	-0.719729177	-0.111410664	0.100106505	-0.061295231
SYNAGAD_255	0.864106453	-4.95E-08	4.30060415	5.029753371	1.518780917	0.289216964	0.333100608	0.241853919
SYNAGAD_256	0.395522658	-7.48E-08	3.286736332	3.822391856	1.145695901	0.758519837	0.916445027	0.797886729
SYNAGAD_257	0.832867532	7.23E-08	-5.331140122	-9.995189925	-5.321111035	-0.518490818	-0.623916591	-0.66603669
SYNAGAD_258	2.207379998	-7.39E-08	1.765934605	3.017484179	1.518780917	0.334864805	0.386098035	0.369548198
SYNAGAD_259	3.831803814	-1.25E-07	3.286736332	5.834661047	3.011120979	0.867048211	0.634512479	0.827595358
SYNAGAD_260	-0.66660061	-8.88E-08	3.286736332	-1.409508042	-3.704409301	0.036160597	-0.015615065	0.036105929
SYNAGAD_261	0.707911854	6.36E-09	6.835273695	3.822391856	-1.465899208	0.34858613	0.207819409	0.286025017
SYNAGAD_262	-2.228546591	6.75E-08	-7.358875759	-7.043861778	-1.092814192	-0.85775465	-0.757817714	-0.837363178
SYNAGAD_263	2.332335675	-5.67E-08	2.272868514	4.627299532	2.638035963	0.561084389	0.28012649	0.570758627
SYNAGAD_264	0.083133461	3.21E-08	-1.782602759	-0.202146527	1.145695901	-0.00643842	0.030282348	0.019595599
SYNAGAD_265	-0.104300056	-2.61E-08	-1.782602759	0.200307311	1.518780917	-0.125055497	-0.161989005	-0.092813559
SYNAGAD_266	0.832867532	-2.90E-08	-0.768734941	-2.214415718	-1.465899208	-0.123596932	0.154768052	-0.070961512
SYNAGAD_267	-0.661011739	1.22E-08	0.245132877	-1.007054204	-1.092814192	-0.265688218	-0.03449762	-0.232564351
SYNAGAD_268	0.395522658	-3.28E-08	2.779802423	1.810122664	-0.346644161	0.210607544	0.675499549	0.411959905
SYNAGAD_269	0.770389693	-7.39E-08	6.328339786	6.237114885	1.145695901	0.692908682	0.562070472	0.668175834
SYNAGAD_270	-1.416334681	6.94E-08	-6.34500794	-5.031592586	0.026440855	-0.684944274	-0.450311669	-0.641115294
SYNAGAD_271	2.769680548	-1.04E-07	6.835273695	5.029753371	-0.346644161	1.058007549	1.051053594	1.039413399
SYNAGAD_272	-0.104300056	-9.10E-08	2.272868514	-0.604600365	-2.212069239	0.560342765	0.813346125	0.552211878
SYNAGAD_273	2.58224703	-4.81E-08	3.793670241	-0.604600365	-3.331324285	0.039434718	-0.049237431	0.055770471
SYNAGAD_274	2.606792466	-7.43E-08	4.807538059	5.029753371	1.145695901	1.167487029	1.355386568	1.22736034
SYNAGAD_275	-2.103590912	1.93E-07	-5.838074031	-8.78782841	-3.828770973	-0.787268285	-0.998693819	-0.860912385
SYNAGAD_276	-1.916157394	-1.08E-08	-1.27566885	-1.409508042	-0.346644161	0.167589788	0.224615346	0.220847463
SYNAGAD_277	0.957823211	-1.08E-08	2.272868514	-1.81196188	-3.331324285	-0.257966582	-0.24980397	-0.273754674
SYNAGAD_278	-2.228546591	-2.71E-08	-3.303404486	-1.81196188	0.772610886	-0.035906341	-0.138298921	-0.118682052
SYNAGAD_279	-0.854034127	1.69E-08	4.30060415	3.822391856	0.39952587	0.570758828	0.733150207	0.626657858
SYNAGAD_280	1.457645924	-8.53E-08	3.286736332	3.419938017	0.772610886	0.431733622	0.471267706	0.464175759
SYNAGAD_281	0.95782321	9.23E-09	2.272868514	0.60276115	-1.092814192	0.207119471	0.180860565	0.232587047
SYNAGAD_282	2.144902155	-5.09E-08	4.30060415	3.017484179	-0.346644161	0.192399514	0.135883167	0.228206354
SYNAGAD_283	-1.228901163	-1.28E-09	-1.782602759	-1.81196188	-0.346644161	0.046557502	0.022270976	0.061268694
SYNAGAD_284	0.95782321	-6.05E-09	2.779802423	4.627299532	2.264950948	0.497798367	0.563348861	0.474130784
SYNAGAD_285	1.582601602	-1.37E-08	4.30060415	4.627299532	1.145695901	0.564926151	0.383417359	0.512950966
SYNAGAD_286	-0.041822217	1.97E-08	0.752066787	-1.81196188	-2.212069239	0.100698213	0.143936572	0.111458472
SYNAGAD_287	-0.479167092	3.12E-08	3.793670241	3.822391856	0.772610886	0.014575237	-0.00313256	0.039429939
SYNAGAD_288	0.395522658	1.02E-08	1.765934605	5.834661047	4.130376026	0.724465715	0.763239345	0.75713752
SYNAGAD_289	-2.192539999	9.33E-08	-5.838074031	-7.043861778	-2.212069239	-0.804423523	-0.948795035	-0.853162966
SYNAGAD_290	1.082778888	-1.37E-08	0.752066787	6.639568724	5.622716088	0.174447154	-0.016260759	0.178612146
SYNAGAD_291	-0.66660061	-6.05E-09	3.286736332	6.237114885	3.384205995	0.851806622	0.601756656	0.841038015
SYNAGAD_292	-0.041822218	2.07E-08	1.259000696	0.200307311	-0.719729177	0.012547893	-0.041206232	0.019090631
SYNAGAD_293	0.492330921	2.54E-09	0.245132877	-1.81196188	-1.838984223	0.178260477	0.373938232	0.240365017
SYNAGAD_294	1.770035121	-2.71E-08	0.752066787	-3.019323395	-3.331324285	0.241900711	0.305183355	0.264291302
