ID	AVVIG97	AVGROW97	FLEAR	FRDA1	FREAR	AVCFWHA	AVNCFWH	AVYTFNW
SYNAGAD_026	-2.548775769	1.192421338	-6.865920942	-6.705960461	0.025384998	-0.732388191	-0.81330773	-0.714693283
SYNAGAD_028	-2.040625885	7.111559822	-5.887869526	-5.748405433	0.025384998	-0.868887088	-1.118802751	-0.913940858
SYNAGAD_029	-1.329216047	6.461105042	-6.865920942	-4.790850405	1.76043313	-0.92963326	-1.08373586	-0.953730656
SYNAGAD_030	-1.532476001	2.298194458	-5.887869526	-3.833295377	1.76043313	-0.798791162	-0.920285748	-0.829950261
SYNAGAD_031	-2.345515816	0.411875601	-9.800075191	-10.53618057	-0.842139069	-0.669270037	-0.617575821	-0.681946559
SYNAGAD_032	-2.345515816	7.046514343	-8.822023775	-9.578625546	-0.842139069	-0.809487567	-0.932644031	-0.850586571
SYNAGAD_033	-2.142255862	13.22583474	-6.865920942	-3.833295377	2.627957197	-0.89027142	-0.85453037	-0.885759219
SYNAGAD_034	-1.329216047	0.346830122	-0.997612445	-5.748405433	-4.312235334	-0.907269039	-1.039082259	-0.921688682
SYNAGAD_035	-1.430846023	6.656241474	-4.90981811	-9.578625546	-4.312235334	-0.841665798	-0.85143957	-0.819105746
SYNAGAD_036	-1.837365931	2.753512802	-6.865920942	-11.4937356	-4.312235334	-0.81708435	-0.813599003	-0.718178772
SYNAGAD_037	-0.821066162	-2.06602279	-5.887869526	-5.748405433	0.025384998	-0.63339865	-0.771136366	-0.684976208
SYNAGAD_038	-0.821066162	3.025355769	0.958490388	3.827144849	2.627957197	-0.581229777	-0.624141126	-0.584096378
SYNAGAD_039	-2.040625885	5.160195486	-4.90981811	-8.621070518	-3.444711268	-0.861110539	-0.85121528	-0.840514094
SYNAGAD_040	-0.008026347	7.111559822	-6.865920942	-3.833295377	2.627957197	-0.871263057	-0.915256353	-0.886029197
SYNAGAD_042	-1.938995908	1.97296707	-9.800075191	-10.68135168	-0.991178533	-0.966290876	-0.910001504	-0.838889242
SYNAGAD_043	-0.617806208	2.038012547	-7.843972359	-4.790850405	2.627957197	-0.849806225	-0.94364808	-0.852275468
SYNAGAD_044	-1.938995908	10.39635645	-9.800075191	-9.578625546	0.025384998	-0.869676446	-0.807108658	-0.898510462
SYNAGAD_045	-1.735735954	1.257466815	-9.800075191	-3.833295377	5.230529396	-0.962019118	-1.01145773	-0.994755905
SYNAGAD_046	-1.329216046	5.680559308	-4.90981811	-5.748405433	-0.842139069	-0.896058247	-0.884245633	-0.888351743
SYNAGAD_047	-1.938995908	2.818558283	-7.843972359	-6.705960461	0.892909064	-0.916258449	-0.852395564	-0.90895529
SYNAGAD_048	-0.211286301	2.558376371	4.870696053	2.869589821	-1.709663135	-0.468121441	-0.434873381	-0.438365361
SYNAGAD_049	-0.008026347	0.737102991	5.84874747	8.61491999	2.627957197	0.441159853	0.451473659	0.45353551
SYNAGAD_050	0.500123538	-6.092672186	1.936541804	7.657364962	5.230529396	0.768667537	0.886369834	0.795777417
SYNAGAD_051	-1.329216047	0.021602734	-6.865920942	-8.621070518	-1.709663135	-0.919941893	-1.001947906	-0.931555609
SYNAGAD_052	-1.735735954	7.306696255	-7.843972359	-5.748405433	1.76043313	-0.952760086	-1.159645783	-1.010827413
SYNAGAD_053	-0.922696139	3.338922105	-6.865920942	-7.66351549	-0.842139069	-0.854758961	-1.037254541	-0.919556243
SYNAGAD_054	-1.532476001	5.680559308	-6.865920942	-7.66351549	-0.842139069	-0.913350742	-0.972833545	-0.933668369
SYNAGAD_055	-1.837365931	-0.758942998	-1.975663861	2.869589821	4.363005329	-0.919920175	-0.506290371	-0.677446167
SYNAGAD_056	1.008273423	-0.563806567	0.958490388	2.869589821	1.76043313	0.465190061	0.508242406	0.477294393
SYNAGAD_057	-0.414546255	-0.498761089	-6.865920942	-3.833295377	2.627957197	-0.363243829	-0.384085747	-0.35406486
SYNAGAD_058	2.634353052	2.688467325	0.958490388	-0.960630292	-1.709663135	0.264421585	0.21818667	0.17877573
SYNAGAD_059	2.73598303	-3.100580203	-0.019561028	2.869589821	2.627957197	0.281967703	0.540663823	0.350727234
SYNAGAD_060	0.906643445	2.88360376	-0.019561028	2.869589821	2.627957197	0.178991413	0.345912516	0.205466536
SYNAGAD_061	3.65065282	0.672057512	4.870696053	1.912034793	-2.577187202	0.331602481	0.372272178	0.316379569
SYNAGAD_062	-0.719436186	3.267802364	-4.90981811	-3.833295377	0.892909064	0.118701622	0.126692091	0.031316651
SYNAGAD_063	-0.211286301	10.36383371	0.958490388	1.912034793	0.892909064	0.185954467	0.356707456	0.202172824
SYNAGAD_064	-0.617806208	3.078740194	-2.953715277	-1.91818532	0.892909064	0.696571306	0.682111291	0.648683541
SYNAGAD_065	0.906643445	2.038012547	-5.887869526	-5.748405433	0.025384998	-0.071142191	0.072255266	-0.099315947
SYNAGAD_066	-0.312916278	1.257466814	-7.843972359	-7.66351549	0.025384998	-0.370046208	-0.480935609	-0.399178944
SYNAGAD_067	1.922943214	7.501832687	-2.953715277	0.954479764	3.495481263	0.022380668	-0.020829043	-0.049730705
SYNAGAD_068	1.41479333	-1.084170389	-1.975663861	2.869589821	4.363005329	-0.124013634	-0.154203982	-0.216368189
SYNAGAD_069	2.532723077	1.452603246	0.958490388	7.602933391	6.331498806	0.581008047	0.638718198	0.555777393
SYNAGAD_070	-1.735735954	-0.954079434	-2.953715277	-3.833295377	-0.842139069	-0.522902484	-0.410257188	-0.519600682
SYNAGAD_071	0.601753514	3.143785671	-0.997612445	-3.833295377	-2.577187202	-0.616405848	-0.585785821	-0.615848328
SYNAGAD_072	0.500123538	-0.53052767	-3.931766694	-1.91818532	1.76043313	-0.25383901	-0.27351381	-0.298010988
SYNAGAD_073	2.227833147	-3.16562568	0.958490388	4.784699877	3.495481263	0.398846143	0.530953233	0.411481229
SYNAGAD_074	-1.329216047	-4.531580716	4.870696053	7.657364962	2.627957197	1.138875115	1.111749628	1.134431376
SYNAGAD_075	1.1099034	2.493330893	5.84874747	7.657364962	1.76043313	1.097154195	1.272624238	1.112290293
SYNAGAD_076	1.516423306	0.997284902	0.958490388	3.827144849	2.627957197	-0.130761187	-0.116086056	-0.122924203
SYNAGAD_077	1.719683259	4.314604273	1.936541804	6.699809934	4.363005329	0.153671335	0.069230359	0.004797115
SYNAGAD_078	-1.938995908	-1.99480708	-5.887869526	-10.53618057	-4.312235334	-0.719830394	-0.99885998	-0.708637667
SYNAGAD_079	0.296863585	6.396059565	-2.953715277	-0.003075264	2.627957197	-0.242046526	0.286480608	0.091486815
SYNAGAD_080	3.549022845	3.534058538	2.914593221	6.699809934	3.495481263	0.207559895	0.18655556	0.160306799
SYNAGAD_081	1.821313238	-3.49085307	2.914593221	5.742254906	2.627957197	0.256800489	0.256266514	0.201116501
SYNAGAD_082	2.4310931	-5.442217404	3.892644637	0.954479764	-2.577187202	-0.322144896	-0.237764471	-0.351781852
SYNAGAD_083	-0.617806208	3.534058538	-1.975663861	-0.003075264	1.76043313	-0.111436152	0.020699599	-0.099700773
SYNAGAD_084	-1.532476001	2.623421848	-6.865920942	-6.705960461	0.025384998	-0.614335401	-0.620522559	-0.618171686
SYNAGAD_085	-1.22758607	7.892105554	-2.953715277	-1.91818532	0.892909064	-0.362122068	-0.314588628	-0.352443791
SYNAGAD_086	-1.634105977	3.273876628	-7.843972359	-5.748405433	1.76043313	0.122266864	-0.911571539	0.114472198
SYNAGAD_087	-0.109656324	4.965059051	1.936541804	-3.833295377	-5.179759401	-0.65561235	-0.478247936	-0.632798912
SYNAGAD_088	1.211533375	7.7620146	0.958490388	-0.003075264	-0.842139069	-0.458590722	-0.335312891	-0.442817009
SYNAGAD_089	-0.922696139	0.672057514	-2.953715277	0.954479764	3.495481263	-0.306729208	-0.326200231	-0.377568746
SYNAGAD_090	-3.67E-15	1.12E-14	-4.90981811	-4.790850405	0.025384998	0.111984946	0.346295408	0.163010559
SYNAGAD_091	3.142502935	-1.823576192	-1.975663861	6.699809934	7.833101595	0.041842121	0.193377392	0.070679914
SYNAGAD_092	-0.008026347	-3.035534726	-0.019561028	-0.960630292	-0.842139069	0.141199377	0.082278071	0.053810096
SYNAGAD_093	0.805013468	5.61551383	4.870696053	3.827144849	-0.842139069	0.021465421	-0.060116959	-0.072273692
SYNAGAD_094	3.447392868	-0.693897523	0.958490388	4.784699877	3.495481263	-0.020387975	-0.052396387	-0.015775591
SYNAGAD_095	-3.67E-15	1.12E-14	-5.887869526	-5.748405433	0.025384998	-0.428607605	-0.433106717	-0.498640893
SYNAGAD_096	1.313163351	-3.439886846	-4.90981811	-1.91818532	2.627957197	0.108471814	0.060837926	0.089236608
SYNAGAD_097	-3.92447424	1.12E-14	-3.931766694	-4.790850405	-0.842139069	0.015078983	-0.058176187	-0.002419345
SYNAGAD_098	-1.532476001	7.146947935	-5.887869526	-5.748405433	0.025384998	-0.954706573	-0.950101278	-0.963587825
SYNAGAD_099	-3.67E-15	1.12E-14	-6.865920942	-8.621070518	-1.709663135	-0.258664992	-0.106923698	-0.250413753
SYNAGAD_100	-3.67E-15	1.12E-14	-1.975663861	-0.960630292	0.892909064	-0.055326246	-0.075642375	-0.127018338
SYNAGAD_101	-1.176771081	-0.20726554	-0.997612445	-1.91818532	-0.842139069	-0.128380022	-0.115035782	-0.180016011
SYNAGAD_102	-3.67E-15	1.12E-14	-4.90981811	-3.833295377	0.892909064	-0.234046728	-0.260966782	-0.297200184
SYNAGAD_103	2.532723077	-8.694491299	4.870696053	3.827144849	-0.842139069	-0.012515617	0.545085317	0.152366106
SYNAGAD_104	0.398493561	0.607012033	-2.953715277	-8.621070518	-5.179759401	-0.414712316	-0.276439767	-0.392175124
SYNAGAD_105	-1.329216047	-3.555898547	6.826798886	5.742254906	-0.842139069	-0.306172834	-0.271645302	-0.286558931
SYNAGAD_106	0.703383491	-1.474443257	0.958490388	1.912034793	0.892909064	-0.019539787	0.264817944	0.04288074
SYNAGAD_107	2.431093101	0.737102991	-3.931766694	-1.91818532	1.76043313	-0.192621241	-0.116116224	-0.20184595
SYNAGAD_108	-3.67E-15	1.12E-14	-6.865920942	-12.45129063	-5.179759401	-0.135412428	-0.058011283	-0.153801587
SYNAGAD_109	2.634353052	1.387557769	1.936541804	3.827144849	1.76043313	0.084195909	0.119345648	0.084564308
SYNAGAD_110	-0.516176231	4.119467839	-4.90981811	2.869589821	6.965577528	0.205252901	0.251198336	0.138845742
SYNAGAD_111	0.703383491	2.88360376	0.958490388	-0.003075264	-0.842139069	-0.167997525	-0.118078884	-0.152939259
SYNAGAD_112	-2.040625885	-3.816080458	-4.90981811	-10.53618057	-5.179759401	-0.765109592	-0.719088143	-0.766408915
SYNAGAD_113	-0.008026347	-2.124898035	5.84874747	1.912034793	-3.444711268	-0.060401943	0.03810512	-0.037370647
SYNAGAD_114	2.634353052	-1.344352301	1.936541804	3.827144849	1.76043313	-0.000857884	-0.052579633	-0.011648079
SYNAGAD_115	-0.109656324	-11.36135589	5.84874747	6.699809934	0.892909064	1.167779821	1.426480081	1.215531845
SYNAGAD_116	1.1099034	-0.108488222	5.84874747	7.657364962	1.76043313	1.151600874	1.276838187	1.18589597
SYNAGAD_117	-1.397605923	-6.593146136	4.870696053	7.657364962	2.627957197	0.885858252	0.919511406	0.890024466
SYNAGAD_118	-0.719436185	-8.044036519	5.84874747	7.657364962	1.76043313	1.017986197	0.986947808	1.048269289
SYNAGAD_119	-0.821066162	-4.531580715	5.84874747	7.657364962	1.76043313	1.156157311	1.302605992	1.18874893
SYNAGAD_120	0.09360363	1.127375858	-0.997612445	3.827144849	4.363005329	0.767783579	0.743735349	0.756905115
SYNAGAD_121	0.39849356	-2.059852558	4.870696053	7.657364962	2.627957197	0.928245767	1.006829021	0.952540892
SYNAGAD_122	-3.67E-15	1.12E-14	2.914593221	7.657364962	4.363005329	1.174337163	1.172089391	1.155860846
SYNAGAD_123	-0.008026347	-5.89753575	4.870696053	7.657364962	2.627957197	1.269488934	1.294235532	1.3054268
SYNAGAD_124	2.939242983	-0.368670133	8.782901718	10.41590033	1.449713913	0.89354662	0.884413092	0.901210823
SYNAGAD_125	2.532723073	-2.059852558	6.826798886	8.61491999	1.76043313	0.883332423	0.826333631	0.900209399
SYNAGAD_126	-0.211286301	-2.450125425	7.804850302	7.657364962	0.025384998	1.094426017	1.180302887	1.124820674
SYNAGAD_127	1.414793329	-0.889033956	5.84874747	8.61491999	2.627957197	0.887513967	0.628629808	0.710484597
SYNAGAD_128	1.618053284	-2.059852558	7.804850302	10.41590033	2.670160136	1.04377324	1.039408916	1.020054743
SYNAGAD_129	-1.634105977	3.989376883	-2.953715277	-6.705960461	-3.444711268	-0.819431244	-0.838992393	-0.834982876
SYNAGAD_130	1.313163353	-0.563806567	8.782901718	8.61491999	0.025384998	1.115826848	1.248908757	1.13593929
SYNAGAD_131	0.703383491	-2.385079946	4.870696053	9.009416858	3.890606359	1.219191759	1.443648986	1.264622029
SYNAGAD_132	2.329463122	-6.743126962	7.804850302	9.009416858	1.449713913	1.228972205	1.273790555	1.237436071
SYNAGAD_133	1.821313238	-1.344352301	6.826798886	4.784699877	-1.709663135	0.111060128	-0.043651594	0.101496513
SYNAGAD_134	-0.312916277	-2.450125425	3.892644637	5.742254906	1.76043313	0.731850818	0.685409903	0.750966479
SYNAGAD_135	0.195233607	-1.929761601	3.892644637	-1.91818532	-5.179759401	0.060681906	-0.011686788	0.009489971
SYNAGAD_136	1.922943215	-11.68658328	4.870696053	7.657364962	2.627957197	0.780835376	0.728735553	0.766812413
SYNAGAD_137	-1.634105977	3.338922105	2.914593221	7.602933391	3.890606359	-0.030109807	-0.138531733	-0.072580139
SYNAGAD_138	-0.821066162	-0.498761087	-2.953715277	-3.833295377	-0.842139069	-0.329739127	-0.444449635	-0.358553795
SYNAGAD_139	2.63435305	-0.108488222	7.804850302	9.572475019	1.76043313	0.839346494	0.886214554	0.751926567
SYNAGAD_140	1.719683262	-3.620944026	2.914593221	0.954479764	-1.709663135	0.185493528	-0.038269655	0.204639533
SYNAGAD_141	-1.430846024	4.574786183	0.958490388	-7.66351549	-7.7823316	-0.124587579	-0.084583571	-0.084729902
SYNAGAD_142	-2.157571975	-8.612080937	1.936541804	-2.875740348	-4.312235334	0.001109838	-0.121246086	0.003957199
SYNAGAD_143	0.601753514	3.403967582	0.958490388	-0.003075264	-0.842139069	0.013264843	-0.000575227	0.028554215
SYNAGAD_144	-0.821066162	1.192421336	0.958490388	0.954479764	0.025384998	-0.485858009	-0.507264706	-0.507159322
SYNAGAD_145	-0.414546255	1.777830636	0.958490388	-3.833295377	-4.312235334	-0.166289787	-0.049588626	-0.139090645
SYNAGAD_146	-1.125956093	3.20883115	-0.019561028	0.954479764	0.892909064	-0.182317641	-0.220677634	-0.164518593
SYNAGAD_147	2.532723073	1.192421338	1.936541804	-2.875740348	-4.312235334	-0.119329632	-0.113230849	-0.115889969
SYNAGAD_148	0.601753514	-2.450125423	-0.019561028	-2.875740348	-2.577187202	-0.063747234	0.294064182	0.05574775
SYNAGAD_149	-0.821066162	-1.799670645	4.870696053	-2.875740348	-6.914807533	-0.073790667	-0.057353008	-0.050008453
SYNAGAD_150	-1.430846023	0.216739168	1.936541804	3.827144849	1.76043313	0.314078544	0.27763588	0.341569699
SYNAGAD_151	-1.22758607	1.712785159	1.936541804	1.912034793	0.025384998	0.290037369	0.247231687	0.224995678
SYNAGAD_152	0.601753514	-4.986899059	3.892644637	1.912034793	-1.709663135	0.236938071	0.056422595	0.245096801
SYNAGAD_153	-0.312916278	-2.450125425	4.870696053	0.954479764	-3.444711268	0.012581672	0.133736324	0.05732698
SYNAGAD_154	0.09360363	-1.40939778	0.958490388	0.954479764	0.025384998	0.088547433	0.040638653	0.117275558
SYNAGAD_155	-1.634105977	0.867193948	-2.953715277	-3.833295377	-0.842139069	0.017767916	0.141728673	0.061660976
SYNAGAD_157	1.313163352	-1.994807079	6.826798886	5.742254906	-0.842139069	0.21575131	-0.057385231	0.1400156
SYNAGAD_158	-2.040625885	1.257466815	-0.019561028	-1.91818532	-1.709663135	0.239744205	0.162546306	0.26267464
SYNAGAD_159	-0.821066162	2.558376371	5.84874747	-3.833295377	-8.649855666	0.043213687	-0.132081639	0.02162054
SYNAGAD_160	-1.329216047	-0.303624656	4.870696053	-0.960630292	-5.179759401	0.359616796	0.228174877	0.381863955
SYNAGAD_161	-0.922696139	1.972967072	1.936541804	-3.833295377	-5.179759401	0.015150301	0.025761417	0.035421095
SYNAGAD_162	-1.430846023	-0.043442743	-2.953715277	-5.748405433	-2.577187202	-0.087646961	-0.057785921	-0.070239577
SYNAGAD_163	0.805013468	2.233148981	2.914593221	1.912034793	-0.842139069	0.156156978	-0.05219943	0.112604295
SYNAGAD_164	0.703383491	0.021602734	4.870696053	2.869589821	-1.709663135	0.194209126	0.153783433	0.711350229
SYNAGAD_165	-0.109656324	-0.823988479	2.914593221	0.954479764	-1.709663135	0.09664595	0.043686062	0.085222365
SYNAGAD_166	-0.109656324	-1.019124911	5.84874747	-1.91818532	-6.914807533	-0.075582792	-0.004074144	-0.055152958
SYNAGAD_167	-0.922696139	-1.279306824	2.914593221	0.954479764	-1.709663135	-0.00567544	0.070714195	0.02900021
SYNAGAD_168	0.805013468	0.541966558	4.870696053	-9.578625546	-12.987476	-0.060461333	-0.012037574	-0.068600744
SYNAGAD_169	3.447392869	-5.832490273	8.782901718	9.572475019	0.892909064	1.014416621	0.815778137	0.691063473
SYNAGAD_170	2.024573191	-1.08417039	5.84874747	4.784699877	-0.842139069	0.08737688	-0.06431638	0.093117217
SYNAGAD_171	-2.345515816	1.452603248	-0.019561028	9.009416858	7.551945029	-0.304047531	-0.343665713	-0.279751838
SYNAGAD_172	-0.109656324	-0.043442743	-0.019561028	8.61491999	7.833101595	-0.273804472	-0.234022581	-0.23791077
SYNAGAD_173	0.500123538	-3.620944026	4.870696053	6.699809934	1.76043313	0.585818735	0.503345487	0.594988168
SYNAGAD_174	-0.821066162	-1.994807079	-0.019561028	10.41590033	8.772391252	0.234793063	0.124464913	0.229924125
SYNAGAD_175	0.906643446	-2.580216381	4.870696053	2.869589821	-1.709663135	0.065446541	-0.089167774	0.059580266
SYNAGAD_176	1.71968326	-4.856808105	6.826798886	5.742254906	-0.842139069	0.152009792	0.000329251	0.126856826
SYNAGAD_177	1.008273422	0.997284902	3.892644637	4.784699877	0.892909064	0.046983639	-0.064396571	0.070709302
SYNAGAD_178	1.008273422	0.867193946	-2.953715277	7.657364962	9.568149728	-0.018125772	0.066585626	0.016300187
SYNAGAD_179	0.398493561	-0.758943	5.84874747	10.41590033	3.890606359	0.897323164	0.743206281	0.813159169
SYNAGAD_180	0.703383491	1.647739682	0.958490388	10.41590033	8.772391252	0.039015116	0.043324187	0.033614485
SYNAGAD_181	1.008273422	-0.498761089	-2.953715277	-4.790850405	-1.709663135	0.62892305	0.666445917	0.576721832
SYNAGAD_182	1.71968326	-4.791762628	-1.975663861	4.784699877	6.098053462	0.337321965	0.323523555	0.31830968
SYNAGAD_183	2.12620317	-8.109081996	4.870696053	7.602933391	2.670160136	0.869997527	0.996777296	0.870463099
SYNAGAD_184	-0.516176232	1.322512292	-0.019561028	-1.91818532	-1.709663135	0.075787011	0.00980073	0.075083196
SYNAGAD_185	2.024573189	-5.702399316	3.892644637	0.954479764	-2.577187202	0.411279208	0.408709954	0.408854585
SYNAGAD_186	1.719683262	-5.832490273	-4.90981811	-3.833295377	0.892909064	-0.105137981	-0.172253456	-0.090945833
SYNAGAD_187	-0.516176232	0.476921079	-1.975663861	-0.003075264	1.76043313	-0.008829252	-0.058306188	0.014683993
SYNAGAD_188	0.500123538	1.452603248	-0.019561028	-2.875740348	-2.577187202	-0.264646543	-0.257513074	-0.267121847
SYNAGAD_189	-0.617806208	-3.425807591	5.84874747	2.869589821	-2.577187202	-0.141660535	-0.192056212	-0.111637446
SYNAGAD_190	-0.719436185	-0.498761089	1.936541804	5.742254906	3.495481263	0.330604097	0.068252672	0.269073335
SYNAGAD_191	0.093603629	-1.40939778	-0.019561028	-0.003075264	0.025384998	0.25863105	0.158044695	0.248962406
SYNAGAD_192	0.296863584	-0.563806567	1.936541804	2.869589821	0.892909064	0.716147912	0.62531774	0.711597755
SYNAGAD_193	-1.532476001	-2.189943512	-0.019561028	-5.748405433	-5.179759401	-0.027365415	-0.037492504	-0.02533308
SYNAGAD_194	-0.922696139	-1.929761601	2.914593221	0.954479764	-1.709663135	0.062898615	0.009125909	0.091625257
SYNAGAD_195	-1.837365931	3.989376883	1.936541804	-4.790850405	-6.047283467	0.031618681	-0.056616641	-0.001921804
SYNAGAD_196	-0.109656324	-0.954079432	-3.931766694	-5.748405433	-1.709663135	-0.228212101	-0.284957429	-0.227349781
SYNAGAD_197	-0.414546255	-1.279306824	-2.953715277	-3.212768561	-1.426497011	-0.010884457	-0.213010439	-0.055056093
SYNAGAD_198	2.837613005	-2.320034469	4.870696053	5.742254906	0.892909064	0.33713195	0.115139019	0.274579727
SYNAGAD_199	0.906643444	-8.62944582	5.84874747	8.61491999	2.627957197	0.906502847	1.041907251	0.938891365
SYNAGAD_200	2.532723077	-4.141307848	4.870696053	6.699809934	1.76043313	1.205580982	1.38458622	1.301793535
SYNAGAD_201	0.398493561	-1.500314062	4.870696053	7.657364962	2.627957197	0.764847014	0.770099624	0.770003897
SYNAGAD_202	2.532723074	-1.344352301	10.73900455	10.41590033	0.22926769	0.898838067	0.620241582	0.83166011
SYNAGAD_203	-0.516176232	-2.385079947	3.892644637	5.742254906	1.76043313	0.811735691	0.904456781	0.807003052
SYNAGAD_204	2.532723077	-9.2799006	4.870696053	7.657364962	2.627957197	0.796488595	0.786795039	0.793216276
SYNAGAD_205	1.922943214	-4.661671671	8.782901718	9.009416858	0.22926769	1.099004286	1.031751717	1.070796735
SYNAGAD_206	-1.22758607	-0.368670135	-4.90981811	-7.66351549	-2.577187202	-0.759153049	-0.778177072	-0.760827624
SYNAGAD_207	1.414793329	-4.248042172	0.958490388	3.827144849	2.627957197	0.401320601	0.443395761	0.432498654
SYNAGAD_208	-2.040625885	-2.189943512	-3.931766694	-11.4937356	-6.914807533	-0.12371706	-0.287577869	-0.14489199
SYNAGAD_209	0.09360363	4.184513318	-0.019561028	-1.91818532	-1.709663135	0.612484865	0.150445533	0.642902708
SYNAGAD_210	3.142502938	-0.433715612	5.84874747	7.657364962	1.76043313	0.410132586	0.33565005	0.380136228
SYNAGAD_211	0.805013468	-1.929761601	0.958490388	1.912034793	0.892909064	0.069869332	0.052829176	0.07984698
SYNAGAD_212	-1.22758607	2.038012547	2.914593221	0.954479764	-1.709663135	0.326489329	0.261422518	0.23399377
SYNAGAD_213	0.703383491	-5.247080974	2.914593221	4.784699877	1.76043313	0.244484675	0.133147783	0.246321108
SYNAGAD_214	-1.837365931	-1.214261344	-1.975663861	-11.4937356	-8.649855666	-0.194163076	-0.163753604	-0.201570954
SYNAGAD_215	-2.447145793	3.599104016	-0.019561028	-5.748405433	-5.179759401	-0.244891906	-0.208475239	-0.238706741
SYNAGAD_216	-1.735735954	6.200923131	-4.90981811	-5.748405433	-0.842139069	-0.901419372	-0.767344613	-0.861886583
SYNAGAD_217	0.601753515	0.737102991	-3.931766694	-3.833295377	0.025384998	-0.452042809	-0.601337113	-0.510996088
SYNAGAD_218	-1.735735954	6.396059563	-6.865920942	-9.578625546	-2.577187202	-0.848542167	-0.932644141	-0.826838715
SYNAGAD_219	-1.024326116	4.639831663	-5.887869526	-8.621070518	-2.577187202	-0.7134115	-0.911960259	-0.739477898
SYNAGAD_220	1.211533377	-5.702399318	5.84874747	6.699809934	0.892909064	0.880555147	1.091408059	0.932770733
SYNAGAD_221	0.500123538	0.737102991	1.936541804	-0.960630292	-2.577187202	-0.067874017	-0.150791652	-0.03532645
SYNAGAD_222	0.703383491	-1.929761601	4.870696053	7.657364962	2.627957197	1.089921651	1.199598117	1.103940831
SYNAGAD_223	1.313163352	-6.157717663	2.914593221	7.657364962	4.363005329	0.99298273	1.108752184	1.023499784
SYNAGAD_224	1.109903399	-3.295716636	7.804850302	7.657364962	0.025384998	1.231571814	1.300584132	1.246094259
SYNAGAD_225	1.922943214	1.452603246	7.804850302	7.602933391	0.22926769	0.673008876	0.823662298	0.660704297
SYNAGAD_226	0.39849356	3.078740192	4.870696053	4.784699877	0.025384998	0.183700296	0.088901048	0.216729958
SYNAGAD_227	1.313163354	-3.360762114	1.936541804	9.572475019	6.965577528	0.069834081	0.022577504	0.085543025
